survey,subclass,plate,mjd,fiberid
segue1,K3,2827,54422,108
segue1,K1,2827,54422,115
segue1,K1,2827,54422,116
segue1,K3,2827,54422,121
segue1,K3,2827,54422,122
segue1,K3,2827,54422,123
sdss,K1,1021,52460,70
sdss,K5,1021,52460,74
sdss,K5,1021,52460,87
sdss,K5,1021,52460,96
sdss,K5,1021,52460,97
sdss,K5,1021,52460,99
segue2,K7,3318,54951,129
segue2,K5,3318,54951,130
segue2,K7,3318,54951,132
segue2,K5,3318,54951,146
segue2,K5,3318,54951,153
segue2,K5,3318,54951,154
segue2,K5,3318,54951,155
segue2,K1,3318,54951,163
segue2,K3,3318,54951,167
segue2,K3,3318,54951,170
segue2,K3,3318,54951,187
segue2,K5,3318,54951,189
boss,K5III (111335),4322,55503,570
boss,K5Ve (118100),4541,55882,560
boss,K4Iab: (34255),4769,55931,616
sdss,K1,755,52235,407
boss,K3V (32147),6253,56574,688
boss,K5 (G_19-24),6253,56574,717
sdss,K7,781,52373,274
sdss,K7,782,52320,149
sdss,K5,782,52320,150
sdss,K3,782,52320,172
sdss,K7,783,52325,29
boss,K3V (32147),6722,56431,234
boss,K3V (32147),6722,56431,248
boss,K0V (10780),4776,55652,326
boss,K3V (32147),4776,55652,350
boss,K5 (G_19-24),4776,55652,380
segue1,K1,2849,54454,272
segue1,K1,2849,54454,276
segue1,K3,2849,54454,278
segue1,K1,2849,54454,281
segue1,K1,2849,54454,294
segue1,K1,2849,54454,296
segue2,K3,3317,54908,321
segue2,K3,3317,54908,327
segue2,K5,3317,54908,329
segue2,K5,3317,54908,330
segue2,K5,3317,54908,333
segue2,K7,3317,54908,334
segue2,K7,3317,54908,335
segue2,K5,3317,54908,347
segue2,K3,3317,54908,354
segue2,K5,3317,54908,355
segue2,K3,3317,54908,366
segue2,K3,3317,54908,367
segue2,K7,3317,54908,369
segue2,K5,3317,54908,371
segue2,K3,3317,54908,372
segue2,K5,3317,54908,374
sdss,K7,2492,54178,321
sdss,K5,2492,54178,344
boss,K3V (32147),3819,55540,131
boss,K3V (32147),3819,55540,230
sdss,K7,490,51929,628
segue1,K7,2826,54389,331
segue1,K1,2826,54389,332
segue1,K7,2826,54389,336
segue1,K3,2826,54389,340
segue1,K3,2826,54389,342
segue1,K1,2826,54389,345
segue1,K5,2826,54389,346
segue1,K3,2826,54389,347
segue1,K3,2826,54389,348
segue1,K3,2826,54389,349
segue1,K1,2826,54389,351
segue1,K1,2826,54389,352
segue1,K3,2826,54389,354
segue1,K1,2826,54389,356
segue1,K3,2826,54389,357
segue1,K3,2826,54389,359
segue1,K1,2826,54389,375
segue1,K1,2826,54389,378
segue1,K1,2826,54389,380
segue1,K3,2826,54389,384
segue1,K3,2826,54389,386
segue1,K1,2826,54389,389
segue1,K1,2826,54389,395
segue1,K7,2826,54389,396
segue1,K3,2826,54389,397
segue1,K3,2826,54389,403
segue1,K1,2826,54389,406
segue1,K1,2826,54389,408
segue1,K1,2826,54389,409
segue1,K3,2826,54389,416
sdss,K7,1332,52781,166
boss,K3V (32147),5988,56072,838
sdss,K5,754,52232,194
sdss,K5,754,52232,195
sdss,K1,754,52232,203
sdss,K3,754,52232,221
sdss,K3,754,52232,225
sdss,K3,754,52232,227
sdss,K5,754,52232,238
sdss,K1,754,52232,241
boss,K3V (32147),5045,56181,800
boss,K4III (136726),5045,56181,801
boss,K3V (32147),3819,55540,610
boss,K3V (32147),7099,56666,858
boss,K3V (32147),6252,56248,850
boss,K3V (32147),6252,56248,856
boss,K3V (32147),6252,56248,884
boss,K3V (32147),6252,56248,895
boss,K5Ve (118100),7099,56666,923
sdss,K3,2209,53907,515
boss,K0V (10780),4056,55357,296
segue1,K5,2828,54438,513
segue1,K5,2828,54438,514
segue1,K3,2828,54438,524
segue1,K3,2828,54438,531
segue1,K3,2828,54438,535
segue1,K3,2828,54438,550
segue1,K3,2828,54438,551
segue1,K5,2828,54438,563
segue1,K3,2828,54438,564
segue1,K3,2828,54438,570
boss,K0V (10780),5715,56657,869
boss,K0IV (191026),3842,55565,428
sdss,K3,293,51689,436
segue1,K7,2872,54533,582
segue1,K7,2872,54533,584
segue1,K5,2872,54533,587
segue1,K1,2872,54533,590
segue1,K3,2872,54533,593
segue1,K1,2872,54533,602
segue1,K1,2872,54533,603
sdss,K7,2245,54208,349
sdss,K7,2245,54208,371
sdss,K3,2245,54208,376
sdss,K1,2245,54208,391
boss,K5 (G_19-24),4793,55648,64
boss,K3V (32147),4793,55648,78
boss,K5Ve (118100),6490,56330,334
boss,K0V (10780),5053,56213,872
boss,K5Ve (118100),5053,56213,888
sdss,K1,502,51957,576
sdss,K1,502,51957,597
sdss,K5,278,51900,259
boss,K3V (32147),3828,55539,988
segue1,K3,2826,54389,417
segue1,K1,2826,54389,424
segue1,K1,2826,54389,426
segue1,K7,2826,54389,427
segue1,K3,2826,54389,428
segue1,K7,2826,54389,431
segue1,K5,2826,54389,433
segue1,K1,2826,54389,435
segue1,K5,2826,54389,436
segue1,K1,2826,54389,439
segue1,K1,2826,54389,443
segue1,K1,2826,54389,447
segue2,K5,3317,54908,387
segue2,K7,3317,54908,391
segue2,K7,3317,54908,393
segue2,K3,3317,54908,395
segue2,K5,3317,54908,406
segue2,K1,3317,54908,414
segue2,K5,3317,54908,415
segue2,K5,3317,54908,427
segue2,K3,3317,54908,428
segue2,K3,3317,54908,431
segue2,K5,3317,54908,432
segue2,K7,3317,54908,434
segue2,K5,3317,54908,435
segue2,K3,3317,54908,447
segue2,K7,3317,54908,453
segue2,K5,3317,54908,468
segue2,K3,3317,54908,472
segue2,K3,3317,54908,475
segue2,K5,3317,54908,489
segue2,K1,3317,54908,490
segue2,K3,3317,54908,492
segue2,K3,3317,54908,505
segue2,K5,3318,54951,266
segue2,K3,3318,54951,267
segue2,K5,3318,54951,270
segue2,K5,3318,54951,272
segue2,K3,3318,54951,273
segue2,K5,3318,54951,286
segue2,K5,3318,54951,287
segue2,K5,3318,54951,309
sdss,K1,1021,52460,257
sdss,K1,1021,52460,260
sdss,K3,1021,52460,265
sdss,K3,1021,52460,302
sdss,K3,1021,52460,306
sdss,K3,1021,52460,307
boss,K3p (165195),7099,56666,986
segue2,K5,3318,54951,329
segue2,K5,3318,54951,331
segue2,K3,3318,54951,333
segue2,K5,3318,54951,348
segue2,K5,3318,54951,349
segue2,K1,3318,54951,351
segue2,K3,3318,54951,352
segue2,K3,3318,54951,355
segue2,K5,3318,54951,362
segue2,K3,3318,54951,366
segue2,K1,3318,54951,370
segue2,K7,3318,54951,372
segue2,K3,3318,54951,374
segue2,K1,3318,54951,379
segue1,K5,2827,54422,323
segue1,K5,2827,54422,327
segue1,K7,2827,54422,335
segue1,K1,2827,54422,344
segue1,K1,2827,54422,348
segue1,K1,2827,54422,359
segue1,K1,2827,54422,360
segue1,K1,2827,54422,361
segue1,K5,2827,54422,362
segue1,K7,2827,54422,367
segue1,K1,2827,54422,376
segue1,K1,2827,54422,377
segue1,K1,2827,54422,380
segue1,K7,2827,54422,382
segue1,K7,2827,54422,383
segue1,K1,2827,54422,384
sdss,K5,1021,52460,324
sdss,K3,1021,52460,327
sdss,K3,1021,52460,333
sdss,K3,1021,52460,339
sdss,K1,1021,52460,365
sdss,K3,1021,52460,371
sdss,K5,1021,52460,373
sdss,K1,1021,52460,382
boss,K5Ve (118100),6716,56401,14
sdss,K7,1334,52764,12
segue1,K3,2829,54623,130
segue1,K3,2829,54623,132
segue1,K3,2829,54623,133
segue1,K3,2829,54623,139
segue1,K3,2829,54623,151
segue1,K1,2829,54623,153
segue1,K7,2829,54623,154
segue1,K7,2829,54623,156
segue1,K1,2829,54623,171
segue1,K3,2829,54623,189
boss,K5 (G_19-24),5357,55956,205
boss,K1IVa (142091),5357,55956,235
boss,K4Iab: (34255),4566,55630,804
segue2,K5,3478,55008,175
segue2,K5,3478,55008,187
segue2,K5,3478,55008,194
segue2,K3,3478,55008,206
segue2,K5,3478,55008,208
segue2,K3,3478,55008,210
segue2,K3,3478,55008,211
segue2,K1,3478,55008,214
segue2,K5,3478,55008,215
segue2,K1,3478,55008,224
segue2,K5,3478,55008,226
segue2,K3,3478,55008,237
boss,K5 (G_19-24),6740,56401,966
sdss,K5,532,51993,280
boss,K5 (G_19-24),6491,56337,826
segue1,K1,1664,52973,324
segue1,K1,1664,52973,331
segue1,K1,1664,52973,341
segue1,K1,1664,52973,344
segue1,K1,1664,52973,350
boss,K5Ve (118100),5340,56011,932
boss,K5 (G_19-24),4550,55894,181
sdss,K7,491,51942,150
sdss,K5,1331,52766,415
boss,K3V (32147),4768,55944,396
sdss,K5,2207,53558,530
sdss,K3,2207,53558,547
sdss,K1,2207,53558,552
boss,K3V (32147),4540,55863,976
boss,K0V (10780),4769,55931,12
sdss,K3,754,52232,386
sdss,K7,754,52232,412
boss,K4III (136726),5714,56660,962
boss,K5Ve (118100),5715,56657,4
boss,K3V (32147),3819,55540,869
segue2,K5,3318,54951,448
segue2,K3,3318,54951,450
segue2,K5,3318,54951,452
segue2,K1,3318,54951,454
boss,K3V (32147),6252,56248,982
boss,K3Ib... (17506),6253,56574,4
segue1,K1,2827,54422,389
segue1,K1,2827,54422,396
segue1,K5,2827,54422,398
segue1,K3,2827,54422,411
segue1,K5,2827,54422,415
segue1,K3,2827,54422,420
segue1,K1,2827,54422,428
segue1,K3,2827,54422,429
segue1,K1,2827,54422,433
segue1,K1,2827,54422,434
segue1,K3,2827,54422,441
sdss,K7,1947,53431,390
boss,K3V (32147),6253,56574,53
sdss,K3,1947,53431,474
boss,K3V (32147),5333,56001,134
boss,K5Ve (118100),5333,56001,147
boss,K5 (G_19-24),5333,56001,161
boss,K3V (32147),7101,56659,300
boss,K3V (32147),6254,56268,125
boss,K3Ib... (17506),6254,56268,132
boss,K5 (G_19-24),6254,56268,172
sdss,K5,1949,53433,434
sdss,K3,1692,53473,587
sdss,K3,1692,53473,588
sdss,K7,1692,53473,603
sdss,K5,1692,53473,604
sdss,K5,1692,53473,605
boss,K4III (136726),7131,56570,493
boss,K0V (10780),7131,56570,496
boss,K3V (32147),7131,56570,512
boss,K0IV (191026),7131,56570,540
segue1,K1,2252,53565,331
segue1,K1,2252,53565,342
segue1,K1,2252,53565,345
segue1,K3,2252,53565,357
segue1,K1,2252,53565,533
segue1,K1,2252,53565,534
segue1,K1,2252,53565,537
sdss,K3,298,51955,206
boss,K3V (32147),5726,56626,830
boss,K5Ve (118100),5726,56626,840
boss,K3V (32147),5726,56626,860
segue1,K1,2852,54468,6
segue1,K3,2852,54468,23
segue1,K3,2852,54468,28
segue1,K1,2852,54468,40
boss,K0V (10780),4065,55368,890
boss,K3V (32147),4065,55368,916
sdss,K7,1666,52991,389
sdss,K5,1666,52991,396
sdss,K3,1666,52991,403
sdss,K3,1666,52991,411
sdss,K1,1666,52991,420
sdss,K1,1666,52991,422
sdss,K7,1666,52991,432
sdss,K5,1666,52991,439
sdss,K5,753,52233,472
boss,K5 (110281),5714,56660,466
boss,K3Ib... (17506),4540,55863,454
segue2,K5,3318,54951,455
segue2,K3,3318,54951,463
segue2,K5,3318,54951,467
segue2,K5,3318,54951,470
segue2,K5,3318,54951,472
segue2,K5,3318,54951,473
segue2,K5,3318,54951,474
segue2,K5,3318,54951,484
segue2,K5,3318,54951,487
segue2,K5,3318,54951,488
segue2,K5,3318,54951,489
segue2,K3,3318,54951,491
segue2,K3,3318,54951,494
segue2,K7,3318,54951,509
sdss,K3,2208,53880,540
sdss,K5,2208,53880,553
sdss,K7,2208,53880,556
boss,K5 (G_19-24),4322,55503,138
sdss,K1,754,52232,506
sdss,K3,1021,52460,452
sdss,K1,1021,52460,464
sdss,K3,1021,52460,470
sdss,K5,1021,52460,481
sdss,K3,1021,52460,493
sdss,K5,1021,52460,496
sdss,K3,1021,52460,497
boss,K3V (32147),6465,56279,254
sdss,K1,2208,53880,591
sdss,K3,2208,53880,602
sdss,K5,2208,53880,616
sdss,K7,2208,53880,640
boss,K0V (10780),6715,56449,124
sdss,K5,492,51955,126
boss,K5 (G_19-24),4055,55359,676
boss,K5Ve (118100),4055,55359,678
boss,K0V (10780),6715,56449,174
boss,K3V (32147),6715,56449,188
boss,K5Ve (118100),5715,56657,93
boss,K5Ve (118100),5715,56657,136
boss,K3V (32147),6253,56574,158
sdss,K7,1949,53433,520
boss,K5 (G_19-24),6254,56268,281
boss,K3V (32147),6254,56268,282
boss,K5Ve (118100),6254,56268,296
sdss,K3,268,51633,507
sdss,K3,2210,53535,468
sdss,K3,2210,53535,471
sdss,K3,2210,53535,472
sdss,K7,2210,53535,489
sdss,K7,2210,53535,492
sdss,K3,2210,53535,494
sdss,K3,2210,53535,506
sdss,K1,2210,53535,513
sdss,K1,2210,53535,523
boss,K5 (G_19-24),5112,55895,932
boss,K3V (32147),6283,56239,944
boss,K1III (18322),6283,56239,978
boss,K0V (10780),5114,55883,159
boss,K3V (32147),5114,55883,206
segue1,K5,2887,54521,384
segue1,K3,2887,54521,396
segue1,K1,2887,54521,401
segue1,K3,2887,54495,403
segue1,K3,2887,54521,412
segue1,K3,2887,54521,415
sdss,K7,507,52353,124
boss,K3V (32147),6263,56279,582
sdss,K3,769,54530,278
boss,K5Ve (118100),5729,56598,228
sdss,K5,2207,53558,598
sdss,K7,2207,53558,627
sdss,K5,2207,53558,637
sdss,K5,2208,53880,12
sdss,K3,753,52233,517
boss,K3V (32147),3819,55540,344
segue1,K1,2826,54389,517
segue1,K3,2826,54389,524
segue1,K1,2826,54389,529
segue1,K1,2826,54389,532
segue1,K1,2826,54389,533
segue1,K5,2826,54389,537
segue1,K1,2826,54389,540
segue1,K1,2826,54389,543
segue1,K3,2826,54389,547
segue1,K5,2826,54389,557
segue1,K1,2826,54389,573
boss,K5Ve (118100),6464,56309,716
segue2,K3,3318,54951,575
segue2,K3,3318,54951,579
segue2,K3,3318,54951,582
segue2,K7,3318,54951,587
segue2,K3,3318,54951,588
segue2,K7,3318,54951,589
segue2,K5,3318,54951,590
segue2,K5,3318,54951,591
segue2,K5,3318,54951,593
segue2,K5,3318,54951,595
segue2,K3,3318,54951,599
segue2,K7,3318,54951,606
segue2,K5,3318,54951,607
segue2,K3,3318,54951,608
segue2,K5,3318,54951,611
segue2,K1,3318,54951,612
segue2,K5,3318,54951,615
segue2,K3,3318,54951,626
segue2,K5,3318,54951,628
segue2,K3,3318,54951,629
segue2,K3,3318,54951,631
segue2,K3,3318,54951,632
boss,K3V (32147),5989,56312,278
boss,K5Ve (118100),6715,56449,232
boss,K3V (32147),5715,56657,148
boss,K3V (32147),5715,56657,172
boss,K3V (32147),5715,56657,174
boss,K5Ve (118100),5715,56657,188
boss,K5 (G_19-24),5715,56657,189
sdss,K3,1651,53442,594
boss,K5Ve (118100),4769,55931,235
sdss,K3,754,52232,590
sdss,K5,1021,52460,583
sdss,K7,1021,52460,597
sdss,K5,1021,52460,606
sdss,K5,1021,52460,613
sdss,K1,1021,52460,615
sdss,K3,1021,52460,633
sdss,K3,1021,52460,635
sdss,K5,1021,52460,637
sdss,K7,1332,52781,605
sdss,K1,2494,54174,4
sdss,K3,2210,53535,526
sdss,K1,2210,53535,527
sdss,K7,2210,53535,528
sdss,K5,2210,53535,529
sdss,K7,2210,53535,539
sdss,K3,2210,53535,540
sdss,K5,2210,53535,542
sdss,K3,2210,53535,551
sdss,K3,2210,53535,552
sdss,K5,2210,53535,557
sdss,K1,2210,53535,561
sdss,K3,2210,53535,564
sdss,K5,2210,53535,565
sdss,K7,2210,53535,567
sdss,K7,2210,53535,569
sdss,K1,2210,53535,572
sdss,K5,2210,53535,585
boss,K0IV (191026),5990,56066,738
sdss,K5,1023,52818,385
sdss,K3,1023,52818,388
sdss,K3,1023,52818,397
sdss,K1,1023,52818,408
boss,K0IIIa (57669),3821,55535,526
boss,K3V (32147),3821,55535,558
boss,K0IIIa (57669),4573,55587,969
segue1,K3,2889,54530,324
segue1,K1,2889,54530,340
segue1,K1,2889,54530,352
segue1,K7,2889,54530,369
segue1,K1,2889,54530,372
segue1,K1,2889,54530,376
boss,K3V (32147),4575,55590,340
sdss,K3,1383,53116,583
boss,K5Ve (118100),4803,55734,288
boss,K0V (10780),4803,55734,292
boss,K0V (10780),6264,56223,690
boss,K5Ve (118100),6000,56102,786
boss,K5Ve (118100),7099,56666,602
boss,K0V (10780),7099,56666,682
boss,K3V (32147),7099,56666,694
sdss,K7,753,52233,582
sdss,K1,753,52233,596
sdss,K1,753,52233,618
sdss,K1,753,52233,619
sdss,K5,753,52233,630
boss,K5 (G_19-24),3819,55540,396
boss,K3V (32147),5331,55976,608
boss,K5Ve (118100),5331,55976,618
boss,K3V (32147),5331,55976,668
boss,K5 (G_19-24),4055,55359,751
boss,K3V (32147),5715,56657,228
boss,K3V (32147),5715,56657,238
boss,K5 (G_19-24),5332,55981,318
boss,K3V (32147),7100,56636,350
boss,K5 (G_19-24),4541,55882,318
segue1,K5,2828,54438,75
segue1,K3,2828,54438,76
segue1,K1,2828,54438,80
segue1,K3,2828,54438,96
segue1,K1,2828,54438,105
segue1,K3,2828,54438,115
segue1,K1,2828,54438,119
boss,K3V (32147),6254,56268,515
sdss,K3,2211,53786,118
sdss,K5,1335,52824,271
segue2,K3,3321,54924,318
segue2,K3,3321,54924,327
segue2,K5,3321,54924,329
segue2,K5,3321,54924,330
segue2,K5,3321,54924,332
segue2,K3,3321,54924,343
segue2,K3,3321,54924,347
segue2,K3,3321,54924,352
segue2,K3,3321,54924,353
segue2,K3,3321,54924,354
segue2,K5,3321,54924,359
segue2,K7,3321,54924,366
segue2,K3,3321,54924,367
segue2,K5,3321,54924,369
segue2,K3,3321,54924,373
segue2,K5,3321,54924,374
segue2,K3,3321,54924,375
boss,K5Ve (118100),5716,56684,807
boss,K3V (32147),5716,56684,826
boss,K0IV (191026),7139,56568,96
boss,K3V (32147),7139,56568,417
boss,K3V (32147),7139,56568,430
boss,K3V (32147),7139,56568,436
boss,K3V (32147),7139,56568,450
boss,K3V (32147),7139,56568,458
boss,K3III (101673),6026,56071,540
sdss,K5,1075,52933,268
sdss,K5,1075,52933,270
sdss,K7,1075,52933,275
sdss,K7,1075,52933,285
sdss,K7,1075,52933,292
sdss,K3,1075,52933,294
sdss,K7,1075,52933,308
sdss,K7,1075,52933,314
sdss,K7,1075,52933,318
sdss,K1,1972,53466,390
sdss,K5,1972,53466,395
sdss,K7,1972,53466,439
boss,K0V (10780),6478,56341,711
boss,K0V (10780),6478,56341,712
boss,K3V (32147),3833,55290,205
segue2,K7,3380,54977,290
segue2,K1,3380,54977,294
segue2,K3,3380,54977,306
segue2,K3,3380,54977,307
segue2,K5,3380,54977,309
segue2,K5,3380,54977,312
segue2,K5,3380,54977,326
segue2,K1,3380,54977,328
segue2,K3,3380,54977,335
sdss,K7,1671,53446,241
boss,K5Ve (118100),5331,55976,702
sdss,K3,1331,52766,611
segue2,K5,3318,54951,6
segue2,K7,3318,54951,13
segue2,K5,3318,54951,21
segue2,K3,3318,54951,26
segue2,K3,3318,54951,29
segue2,K5,3318,54951,34
segue2,K5,3318,54951,40
segue2,K5,3318,54951,48
segue2,K5,3318,54951,49
segue2,K5,3318,54951,50
segue2,K5,3318,54951,55
segue2,K5,3318,54951,66
segue2,K3,3318,54951,69
segue2,K5,3318,54951,71
segue2,K5,3318,54951,74
segue2,K5,3318,54951,75
segue2,K5,3318,54951,89
segue2,K3,3318,54951,92
segue2,K3,3318,54951,107
segue2,K3,3318,54951,109
segue2,K7,3318,54951,110
segue2,K3,3318,54951,113
boss,K4Iab: (34255),6714,56447,684
sdss,K1,2493,54115,29
sdss,K5,1652,53555,103
boss,K5 (G_19-24),5332,55981,380
segue2,K5,3319,54915,129
segue2,K5,3319,54915,130
segue2,K3,3319,54915,133
segue2,K5,3319,54915,134
segue2,K5,3319,54915,135
segue2,K3,3319,54915,138
segue2,K5,3319,54915,145
segue2,K3,3319,54915,146
segue2,K3,3319,54915,147
segue2,K3,3319,54915,148
segue2,K3,3319,54915,150
segue2,K3,3319,54915,151
segue2,K3,3319,54915,155
segue2,K5,3319,54915,163
segue2,K3,3319,54915,167
segue2,K5,3319,54915,168
segue2,K3,3319,54915,169
segue2,K3,3319,54915,170
segue2,K7,3319,54915,171
segue2,K3,3319,54915,172
segue2,K7,3319,54915,174
segue2,K5,3319,54915,184
segue2,K7,3319,54915,187
segue2,K1,3319,54915,188
segue2,K5,3319,54915,189
segue2,K5,3319,54915,190
boss,K0IV (191026),4055,55359,892
boss,K0V (10780),4055,55359,928
boss,K5 (G_19-24),5715,56657,374
sdss,K3,755,52235,174
boss,K5Ve (118100),6253,56574,418
sdss,K7,2209,53907,217
sdss,K3,2209,53907,253
sdss,K3,1023,52818,518
sdss,K3,1023,52818,542
boss,K3Ib... (17506),4770,55928,986
sdss,K3,756,52577,601
boss,K0IV (191026),4543,55888,75
boss,K5Ve (118100),4093,55475,62
sdss,K7,1076,52914,388
sdss,K3,1076,52914,395
sdss,K7,1076,52914,396
sdss,K1,1076,52914,432
sdss,K7,1076,52914,438
sdss,K1,1076,52914,439
sdss,K5,1076,52914,441
sdss,K5,1076,52914,446
boss,K0V (10780),3856,55269,630
boss,K0V (10780),5122,55841,794
boss,K0V (10780),5122,55841,828
boss,K5 (G_19-24),5781,56337,530
boss,K5 (G_19-24),5781,56337,544
sdss,K3,310,51990,278
sdss,K7,1973,53432,579
sdss,K1,1973,53432,599
segue2,K3,3387,54951,302
segue2,K1,3387,54951,307
segue2,K5,3387,54951,312
segue2,K3,3387,54951,313
segue2,K3,3387,54951,314
segue2,K5,3387,54951,315
segue2,K3,3387,54951,324
segue2,K7,3387,54951,327
segue2,K3,3387,54951,328
segue2,K5,3387,54951,333
segue2,K3,3387,54951,334
boss,K5Ve (118100),4782,55654,352
segue1,K3,2827,54422,2
segue1,K1,2827,54422,3
segue1,K1,2827,54422,4
segue1,K7,2827,54422,6
segue1,K5,2827,54422,10
segue1,K1,2827,54422,15
segue1,K3,2827,54422,16
segue1,K1,2827,54422,17
segue1,K1,2827,54422,25
segue1,K1,2827,54422,28
segue1,K1,2827,54422,32
segue1,K1,2827,54422,34
segue1,K7,2827,54422,37
segue1,K1,2827,54422,50
segue1,K1,2827,54422,51
segue1,K3,2827,54422,58
boss,K5 (G_19-24),3819,55540,453
sdss,K7,1332,52781,22
sdss,K7,1332,52781,80
boss,K5 (G_19-24),5045,56181,696
sdss,K1,2208,53880,186
sdss,K5,2208,53880,199
sdss,K3,2208,53880,228
sdss,K5,2208,53880,237
boss,K3V (32147),5046,56243,391
segue2,K5,3319,54915,255
segue2,K5,3319,54915,266
segue2,K5,3319,54915,270
segue2,K7,3319,54915,272
segue2,K5,3319,54915,274
segue2,K5,3319,54915,275
segue2,K5,3319,54915,282
segue2,K5,3319,54915,286
segue2,K7,3319,54915,288
segue2,K5,3319,54915,290
segue2,K5,3319,54915,291
segue2,K3,3319,54915,292
segue2,K5,3319,54915,294
segue2,K3,3319,54915,295
segue2,K5,3319,54915,303
segue2,K3,3319,54915,305
segue2,K3,3319,54915,306
segue2,K5,3319,54915,308
segue2,K3,3319,54915,309
segue2,K7,3319,54915,313
boss,K3V (32147),5715,56657,474
boss,K5Ve (118100),5715,56657,518
sdss,K7,1652,53555,262
boss,K5 (G_19-24),3820,55542,312
boss,K3V (32147),3820,55542,330
boss,K5 (G_19-24),6253,56574,476
boss,K3V (32147),5046,56243,455
boss,K4III (136726),5332,55981,582
sdss,K7,267,51608,206
sdss,K3,1023,52818,630
sdss,K3,1023,52818,631
sdss,K3,1023,52818,639
boss,K4III (136726),6717,56397,225
boss,K0V (10780),3821,55535,958
boss,K3V (32147),3821,55535,974
boss,K3V (32147),6254,56268,984
boss,K0V (10780),6254,56268,990
sdss,K3,1336,52759,65
sdss,K3,1336,52759,66
sdss,K1,1336,52759,77
sdss,K5,1336,52759,83
sdss,K1,2839,54461,129
boss,K3V (32147),7145,56567,840
boss,K5 (G_19-24),7145,56567,866
sdss,K1,1395,52825,147
sdss,K7,1395,52825,152
sdss,K3,1395,52825,153
sdss,K7,1395,52825,172
boss,K3V (32147),6032,56067,236
boss,K5 (G_19-24),6032,56067,281
boss,K0V (10780),5733,56575,116
boss,K3p (165195),5733,56575,124
boss,K5Ve (118100),5733,56575,148
sdss,K5,513,51989,475
boss,K5Ve (118100),6480,56340,382
boss,K3V (32147),5061,55806,608
boss,K3V (32147),5061,55806,614
boss,K5 (G_19-24),4783,55652,746
sdss,K7,774,52286,521
sdss,K5,774,52286,543
sdss,K3,754,52232,71
sdss,K1,754,52232,72
boss,K0V (10780),3819,55540,539
boss,K5Ve (118100),4768,55944,742
sdss,K5,755,52235,304
boss,K3V (32147),6253,56574,554
sdss,K5,2209,53907,340
sdss,K7,755,52235,337
sdss,K3,755,52235,357
sdss,K7,755,52235,377
boss,K3V (32147),6253,56574,662
segue2,K5,3319,54915,382
segue2,K3,3319,54915,386
segue2,K5,3319,54915,387
segue2,K1,3319,54915,389
segue2,K1,3319,54915,390
segue2,K3,3319,54915,392
segue2,K1,3319,54915,393
segue2,K3,3319,54915,394
segue2,K3,3319,54915,405
segue2,K5,3319,54915,413
segue2,K1,3319,54915,414
segue2,K3,3319,54915,415
segue2,K1,3319,54915,422
segue2,K5,3319,54915,426
segue2,K5,3319,54915,428
segue2,K3,3319,54915,429
segue2,K3,3319,54915,431
segue2,K5,3319,54915,433
segue2,K5,3319,54915,434
segue2,K3,3319,54915,441
segue2,K3,3319,54915,442
sdss,K3,1022,52524,387
boss,K3V (32147),7100,56636,620
segue1,K5,2828,54438,327
segue1,K7,2828,54438,329
segue1,K1,2828,54438,336
segue1,K3,2828,54438,350
segue1,K3,2828,54438,351
segue1,K1,2828,54438,365
segue1,K3,2828,54438,370
segue1,K1,2828,54438,372
segue1,K3,2828,54438,374
segue1,K7,2828,54438,379
boss,K5 (G_19-24),5715,56657,628
boss,K5Ve (118100),5715,56657,651
sdss,K7,1652,53555,404
sdss,K5,1652,53555,428
boss,K0V (10780),5332,55981,682
sdss,K3,2839,54461,149
sdss,K1,2839,54461,151
sdss,K5,2839,54461,152
sdss,K1,2839,54461,155
sdss,K3,2839,54461,166
sdss,K1,2839,54461,168
sdss,K1,2839,54461,178
sdss,K5,1024,52826,211
sdss,K5,1024,52826,213
sdss,K5,1024,52826,235
sdss,K7,2212,53789,115
sdss,K7,1655,53523,261
sdss,K3,1655,53523,263
sdss,K7,1655,53523,295
boss,K3V (32147),4341,55538,508
segue1,K7,2561,54597,269
segue1,K1,2561,54597,280
segue1,K1,2561,54597,283
segue1,K5,2561,54597,285
segue1,K5,2561,54597,309
segue1,K7,2561,54597,311
boss,K0V (10780),4382,55742,310
boss,K5 (G_19-24),4382,55742,314
boss,K0V (10780),4382,55742,315
boss,K3V (32147),4382,55742,334
boss,K3V (32147),4382,55742,344
boss,K5III (111335),4382,55742,881
boss,K5 (G_19-24),4382,55742,886
boss,K0IV (191026),4382,55742,920
boss,K3III (101673),4382,55742,928
boss,K3V (32147),4383,55881,968
boss,K3V (32147),4383,55881,984
boss,K3V (32147),5062,55803,444
boss,K3III (101673),6731,56385,134
boss,K1V... (25329),3835,55570,560
boss,K0V (10780),5735,55980,798
boss,K5Ve (118100),6714,56447,782
boss,K5Ve (118100),6714,56447,814
boss,K3V (32147),4055,55359,348
boss,K0V (10780),4055,55359,356
segue1,K3,2827,54422,131
segue1,K1,2827,54422,136
segue1,K3,2827,54422,149
segue1,K3,2827,54422,154
segue1,K3,2827,54422,155
segue1,K3,2827,54422,158
segue1,K1,2827,54422,159
segue1,K1,2827,54422,163
segue1,K5,2827,54422,166
segue1,K3,2827,54422,177
segue1,K1,2827,54422,179
segue1,K3,2827,54422,183
segue1,K5,2827,54422,184
sdss,K5,1947,53431,206
